40		
1	10001	10000
2	10001	10000
3	10001	10000
4	10001	10000
5	10001	10000
6	10001	10000
7	10001	10000
8	10001	10000
9	10001	10000
10	10001	10000
11	10001	10000
12	10001	10000
13	10001	10000
14	10001	10000
15	10001	10000
16	10001	10000
17	10001	10000
18	10001	10000
19	10001	10000
20	10001	10000
21	9999	9999
22	9999	9999
23	9999	9999
24	9999	9999
25	9999	9999
26	9999	9999
27	9999	9999
28	9999	9999
29	9999	9999
30	9999	9999
31	9999	9999
32	9999	9999
33	9999	9999
34	9999	9999
35	9999	9999
36	9999	9999
37	9999	9999
38	9999	9999
39	9999	9999
40	9999	9999
199980		
